#time   N           P           Z
66.94444 0.11786E+01 0.69998E-01 0.75139E+00
67.01389 0.11858E+01 0.69512E-01 0.74467E+00
67.08333 0.11929E+01 0.69089E-01 0.73800E+00
67.15278 0.11999E+01 0.68728E-01 0.73136E+00
67.22222 0.12068E+01 0.68427E-01 0.72477E+00
67.29167 0.12136E+01 0.68185E-01 0.71822E+00
67.36111 0.12203E+01 0.68001E-01 0.71172E+00
67.43056 0.12269E+01 0.67874E-01 0.70527E+00
67.50000 0.12333E+01 0.67804E-01 0.69888E+00
67.56944 0.12397E+01 0.67788E-01 0.69254E+00
67.63889 0.12459E+01 0.67828E-01 0.68626E+00
67.70833 0.12520E+01 0.67922E-01 0.68004E+00
67.77778 0.12580E+01 0.68071E-01 0.67389E+00
67.84722 0.12639E+01 0.68273E-01 0.66779E+00
67.91667 0.12697E+01 0.68529E-01 0.66176E+00
67.98611 0.12754E+01 0.68839E-01 0.65580E+00
68.05556 0.12809E+01 0.69202E-01 0.64991E+00
68.12500 0.12863E+01 0.69620E-01 0.64409E+00
68.19444 0.12916E+01 0.70091E-01 0.63834E+00
68.26389 0.12967E+01 0.70618E-01 0.63266E+00
68.33333 0.13017E+01 0.71199E-01 0.62705E+00
68.40278 0.13066E+01 0.71837E-01 0.62152E+00
68.47222 0.13114E+01 0.72530E-01 0.61607E+00
68.54167 0.13160E+01 0.73281E-01 0.61070E+00
68.61111 0.13205E+01 0.74089E-01 0.60540E+00
68.68056 0.13249E+01 0.74957E-01 0.60018E+00
68.75000 0.13291E+01 0.75884E-01 0.59505E+00
68.81944 0.13331E+01 0.76873E-01 0.59000E+00
68.88889 0.13370E+01 0.77923E-01 0.58503E+00
68.95833 0.13408E+01 0.79038E-01 0.58014E+00
69.02778 0.13444E+01 0.80217E-01 0.57534E+00
69.09722 0.13479E+01 0.81462E-01 0.57063E+00
69.16667 0.13512E+01 0.82776E-01 0.56600E+00
69.23611 0.13544E+01 0.84160E-01 0.56146E+00
69.30556 0.13574E+01 0.85615E-01 0.55702E+00
69.37500 0.13602E+01 0.87143E-01 0.55266E+00
69.44444 0.13629E+01 0.88747E-01 0.54839E+00
69.51389 0.13654E+01 0.90428E-01 0.54422E+00
69.58333 0.13677E+01 0.92188E-01 0.54014E+00
69.65278 0.13698E+01 0.94030E-01 0.53615E+00
69.72222 0.13718E+01 0.95957E-01 0.53226E+00
69.79167 0.13736E+01 0.97969E-01 0.52847E+00
69.86111 0.13752E+01 0.10007E+00 0.52477E+00
69.93056 0.13766E+01 0.10226E+00 0.52118E+00
70.00000 0.13778E+01 0.10455E+00 0.51768E+00
70.06944 0.13788E+01 0.10693E+00 0.51429E+00
70.13889 0.13796E+01 0.10942E+00 0.51101E+00
70.20833 0.13802E+01 0.11200E+00 0.50782E+00
70.27778 0.13806E+01 0.11469E+00 0.50475E+00
70.34722 0.13807E+01 0.11749E+00 0.50178E+00
70.41667 0.13807E+01 0.12040E+00 0.49892E+00
70.48611 0.13804E+01 0.12343E+00 0.49617E+00
70.55556 0.13799E+01 0.12657E+00 0.49354E+00
70.62500 0.13791E+01 0.12983E+00 0.49102E+00
70.69444 0.13782E+01 0.13322E+00 0.48862E+00
70.76389 0.13769E+01 0.13673E+00 0.48634E+00
70.83333 0.13755E+01 0.14037E+00 0.48417E+00
70.90278 0.13737E+01 0.14415E+00 0.48214E+00
70.97222 0.13717E+01 0.14806E+00 0.48022E+00
71.04167 0.13695E+01 0.15211E+00 0.47843E+00
71.11111 0.13669E+01 0.15630E+00 0.47678E+00
71.18056 0.13641E+01 0.16064E+00 0.47525E+00
71.25000 0.13610E+01 0.16513E+00 0.47386E+00
71.31944 0.13576E+01 0.16976E+00 0.47261E+00
71.38889 0.13540E+01 0.17455E+00 0.47150E+00
71.45833 0.13500E+01 0.17950E+00 0.47053E+00
71.52778 0.13457E+01 0.18460E+00 0.46970E+00
71.59722 0.13411E+01 0.18985E+00 0.46903E+00
71.66667 0.13362E+01 0.19527E+00 0.46850E+00
71.73611 0.13310E+01 0.20085E+00 0.46813E+00
71.80556 0.13255E+01 0.20659E+00 0.46792E+00
71.87500 0.13196E+01 0.21250E+00 0.46787E+00
71.94444 0.13134E+01 0.21856E+00 0.46799E+00
72.01389 0.13069E+01 0.22479E+00 0.46827E+00
72.08333 0.13001E+01 0.23118E+00 0.46873E+00
72.15278 0.12929E+01 0.23772E+00 0.46936E+00
72.22222 0.12854E+01 0.24442E+00 0.47018E+00
72.29167 0.12776E+01 0.25127E+00 0.47117E+00
72.36111 0.12694E+01 0.25827E+00 0.47236E+00
72.43056 0.12609E+01 0.26541E+00 0.47373E+00
72.50000 0.12520E+01 0.27269E+00 0.47530E+00
72.56944 0.12428E+01 0.28010E+00 0.47707E+00
72.63889 0.12333E+01 0.28763E+00 0.47905E+00
72.70833 0.12235E+01 0.29528E+00 0.48123E+00
72.77778 0.12133E+01 0.30303E+00 0.48363E+00
72.84722 0.12029E+01 0.31087E+00 0.48624E+00
72.91667 0.11921E+01 0.31879E+00 0.48907E+00
72.98611 0.11811E+01 0.32678E+00 0.49212E+00
73.05556 0.11698E+01 0.33482E+00 0.49540E+00
73.12500 0.11582E+01 0.34290E+00 0.49892E+00
73.19444 0.11463E+01 0.35100E+00 0.50267E+00
73.26389 0.11343E+01 0.35909E+00 0.50666E+00
73.33333 0.11219E+01 0.36717E+00 0.51089E+00
73.40278 0.11094E+01 0.37520E+00 0.51536E+00
73.47222 0.10967E+01 0.38318E+00 0.52008E+00
73.54167 0.10839E+01 0.39106E+00 0.52506E+00
73.61111 0.10709E+01 0.39883E+00 0.53028E+00
73.68056 0.10578E+01 0.40647E+00 0.53576E+00
73.75000 0.10446E+01 0.41394E+00 0.54150E+00
73.81944 0.10313E+01 0.42121E+00 0.54749E+00
73.88889 0.10180E+01 0.42827E+00 0.55373E+00
73.95833 0.10047E+01 0.43508E+00 0.56024E+00
74.02778 0.99139E+00 0.44161E+00 0.56699E+00
74.09722 0.97816E+00 0.44784E+00 0.57401E+00
74.16667 0.96501E+00 0.45373E+00 0.58127E+00
74.23611 0.95197E+00 0.45925E+00 0.58878E+00
74.30556 0.93909E+00 0.46438E+00 0.59653E+00
74.37500 0.92638E+00 0.46910E+00 0.60452E+00
74.44444 0.91389E+00 0.47337E+00 0.61274E+00
74.51389 0.90164E+00 0.47716E+00 0.62119E+00
74.58333 0.88967E+00 0.48047E+00 0.62986E+00
74.65278 0.87800E+00 0.48326E+00 0.63874E+00
74.72222 0.86667E+00 0.48551E+00 0.64781E+00
74.79167 0.85571E+00 0.48722E+00 0.65708E+00
74.86111 0.84513E+00 0.48835E+00 0.66651E+00
74.93056 0.83497E+00 0.48892E+00 0.67611E+00
75.00000 0.82525E+00 0.48889E+00 0.68586E+00
75.06944 0.81600E+00 0.48827E+00 0.69573E+00
75.13889 0.80722E+00 0.48706E+00 0.70572E+00
75.20833 0.79895E+00 0.48525E+00 0.71580E+00
75.27778 0.79119E+00 0.48285E+00 0.72596E+00
75.34722 0.78395E+00 0.47987E+00 0.73618E+00
75.41667 0.77726E+00 0.47631E+00 0.74642E+00
75.48611 0.77112E+00 0.47220E+00 0.75668E+00
75.55556 0.76553E+00 0.46754E+00 0.76693E+00
75.62500 0.76051E+00 0.46235E+00 0.77714E+00
75.69444 0.75604E+00 0.45667E+00 0.78729E+00
75.76389 0.75214E+00 0.45050E+00 0.79735E+00
75.83333 0.74881E+00 0.44389E+00 0.80731E+00
75.90278 0.74602E+00 0.43685E+00 0.81712E+00
75.97222 0.74380E+00 0.42943E+00 0.82678E+00
76.04167 0.74211E+00 0.42165E+00 0.83624E+00
76.11111 0.74097E+00 0.41354E+00 0.84549E+00
76.18056 0.74035E+00 0.40514E+00 0.85451E+00
76.25000 0.74024E+00 0.39650E+00 0.86326E+00
76.31944 0.74064E+00 0.38763E+00 0.87173E+00
76.38889 0.74153E+00 0.37858E+00 0.87989E+00
76.45833 0.74289E+00 0.36939E+00 0.88772E+00
76.52778 0.74471E+00 0.36008E+00 0.89521E+00
76.59722 0.74698E+00 0.35070E+00 0.90233E+00
76.66667 0.74967E+00 0.34127E+00 0.90906E+00
76.73611 0.75277E+00 0.33183E+00 0.91540E+00
76.80556 0.75627E+00 0.32240E+00 0.92133E+00
76.87500 0.76014E+00 0.31302E+00 0.92683E+00
76.94444 0.76438E+00 0.30372E+00 0.93191E+00
77.01389 0.76895E+00 0.29451E+00 0.93654E+00
77.08333 0.77385E+00 0.28542E+00 0.94073E+00
77.15278 0.77905E+00 0.27648E+00 0.94448E+00
77.22222 0.78454E+00 0.26769E+00 0.94777E+00
77.29167 0.79031E+00 0.25908E+00 0.95061E+00
77.36111 0.79633E+00 0.25066E+00 0.95300E+00
77.43056 0.80260E+00 0.24245E+00 0.95495E+00
77.50000 0.80909E+00 0.23445E+00 0.95646E+00
77.56944 0.81578E+00 0.22668E+00 0.95754E+00
77.63889 0.82268E+00 0.21913E+00 0.95819E+00
77.70833 0.82975E+00 0.21183E+00 0.95842E+00
77.77778 0.83699E+00 0.20476E+00 0.95825E+00
77.84722 0.84438E+00 0.19794E+00 0.95768E+00
77.91667 0.85191E+00 0.19135E+00 0.95673E+00
77.98611 0.85957E+00 0.18502E+00 0.95541E+00
78.05556 0.86735E+00 0.17892E+00 0.95373E+00
78.12500 0.87523E+00 0.17306E+00 0.95171E+00
78.19444 0.88320E+00 0.16744E+00 0.94936E+00
78.26389 0.89126E+00 0.16206E+00 0.94669E+00
78.33333 0.89938E+00 0.15690E+00 0.94372E+00
78.40278 0.90757E+00 0.15196E+00 0.94046E+00
78.47222 0.91582E+00 0.14725E+00 0.93694E+00
78.54167 0.92411E+00 0.14274E+00 0.93315E+00
78.61111 0.93243E+00 0.13845E+00 0.92912E+00
78.68056 0.94079E+00 0.13435E+00 0.92486E+00
78.75000 0.94916E+00 0.13044E+00 0.92039E+00
78.81944 0.95755E+00 0.12673E+00 0.91572E+00
78.88889 0.96595E+00 0.12319E+00 0.91085E+00
78.95833 0.97435E+00 0.11983E+00 0.90582E+00
79.02778 0.98274E+00 0.11664E+00 0.90061E+00
79.09722 0.99112E+00 0.11361E+00 0.89526E+00
79.16667 0.99949E+00 0.11074E+00 0.88977E+00
79.23611 0.10078E+01 0.10802E+00 0.88415E+00
79.30556 0.10161E+01 0.10544E+00 0.87842E+00
79.37500 0.10244E+01 0.10300E+00 0.87258E+00
79.44444 0.10327E+01 0.10069E+00 0.86664E+00
79.51389 0.10409E+01 0.98516E-01 0.86061E+00
79.58333 0.10490E+01 0.96460E-01 0.85451E+00
79.65278 0.10571E+01 0.94523E-01 0.84834E+00
79.72222 0.10652E+01 0.92698E-01 0.84211E+00
79.79167 0.10732E+01 0.90983E-01 0.83582E+00
79.86111 0.10811E+01 0.89373E-01 0.82949E+00
79.93056 0.10890E+01 0.87863E-01 0.82312E+00
80.00000 0.10968E+01 0.86450E-01 0.81673E+00
80.06944 0.11046E+01 0.85131E-01 0.81030E+00
80.13889 0.11122E+01 0.83901E-01 0.80386E+00
80.20833 0.11198E+01 0.82759E-01 0.79741E+00
80.27778 0.11273E+01 0.81700E-01 0.79095E+00
80.34722 0.11348E+01 0.80722E-01 0.78449E+00
80.41667 0.11421E+01 0.79823E-01 0.77803E+00
80.48611 0.11494E+01 0.78999E-01 0.77158E+00
80.55556 0.11566E+01 0.78250E-01 0.76515E+00
80.62500 0.11637E+01 0.77571E-01 0.75873E+00
80.69444 0.11707E+01 0.76962E-01 0.75233E+00
80.76389 0.11776E+01 0.76421E-01 0.74596E+00
80.83333 0.11844E+01 0.75946E-01 0.73962E+00
80.90278 0.11912E+01 0.75536E-01 0.73331E+00
80.97222 0.11978E+01 0.75188E-01 0.72703E+00
81.04167 0.12043E+01 0.74903E-01 0.72079E+00
81.11111 0.12107E+01 0.74678E-01 0.71459E+00
81.18056 0.12170E+01 0.74513E-01 0.70844E+00
81.25000 0.12233E+01 0.74407E-01 0.70233E+00
81.31944 0.12294E+01 0.74360E-01 0.69628E+00
81.38889 0.12354E+01 0.74370E-01 0.69027E+00
81.45833 0.12412E+01 0.74436E-01 0.68432E+00
81.52778 0.12470E+01 0.74560E-01 0.67842E+00
81.59722 0.12527E+01 0.74740E-01 0.67258E+00
81.66667 0.12582E+01 0.74976E-01 0.66680E+00
81.73611 0.12636E+01 0.75268E-01 0.66108E+00
81.80556 0.12690E+01 0.75616E-01 0.65543E+00
81.87500 0.12741E+01 0.76021E-01 0.64984E+00
81.94444 0.12792E+01 0.76481E-01 0.64432E+00
82.01389 0.12841E+01 0.76999E-01 0.63886E+00
82.08333 0.12890E+01 0.77573E-01 0.63348E+00
82.15278 0.12936E+01 0.78205E-01 0.62816E+00
82.22222 0.12982E+01 0.78895E-01 0.62292E+00
82.29167 0.13026E+01 0.79644E-01 0.61775E+00
82.36111 0.13069E+01 0.80452E-01 0.61266E+00
82.43056 0.13110E+01 0.81321E-01 0.60764E+00
82.50000 0.13151E+01 0.82250E-01 0.60270E+00
82.56944 0.13189E+01 0.83243E-01 0.59784E+00
82.63889 0.13226E+01 0.84298E-01 0.59306E+00
82.70833 0.13262E+01 0.85418E-01 0.58835E+00
82.77778 0.13297E+01 0.86604E-01 0.58374E+00
82.84722 0.13329E+01 0.87857E-01 0.57920E+00
82.91667 0.13361E+01 0.89179E-01 0.57475E+00
82.98611 0.13390E+01 0.90571E-01 0.57039E+00
83.05556 0.13419E+01 0.92035E-01 0.56611E+00
83.12500 0.13445E+01 0.93572E-01 0.56192E+00
83.19444 0.13470E+01 0.95184E-01 0.55782E+00
83.26389 0.13493E+01 0.96874E-01 0.55381E+00
83.33333 0.13515E+01 0.98642E-01 0.54990E+00
83.40278 0.13534E+01 0.10049E+00 0.54607E+00
83.47222 0.13552E+01 0.10242E+00 0.54234E+00
83.54167 0.13569E+01 0.10444E+00 0.53871E+00
83.61111 0.13583E+01 0.10655E+00 0.53517E+00
83.68056 0.13595E+01 0.10874E+00 0.53173E+00
83.75000 0.13606E+01 0.11103E+00 0.52839E+00
83.81944 0.13614E+01 0.11341E+00 0.52515E+00
83.88889 0.13621E+01 0.11588E+00 0.52201E+00
83.95833 0.13626E+01 0.11846E+00 0.51898E+00
84.02778 0.13628E+01 0.12114E+00 0.51605E+00
84.09722 0.13628E+01 0.12392E+00 0.51323E+00
84.16667 0.13627E+01 0.12681E+00 0.51052E+00
84.23611 0.13623E+01 0.12981E+00 0.50792E+00
84.30556 0.13617E+01 0.13292E+00 0.50543E+00
84.37500 0.13608E+01 0.13615E+00 0.50305E+00
84.44444 0.13597E+01 0.13949E+00 0.50079E+00
84.51389 0.13584E+01 0.14295E+00 0.49865E+00
84.58333 0.13568E+01 0.14654E+00 0.49663E+00
84.65278 0.13550E+01 0.15025E+00 0.49473E+00
84.72222 0.13530E+01 0.15409E+00 0.49295E+00
84.79167 0.13506E+01 0.15806E+00 0.49130E+00
84.86111 0.13481E+01 0.16216E+00 0.48978E+00
84.93056 0.13452E+01 0.16639E+00 0.48839E+00
85.00000 0.13421E+01 0.17076E+00 0.48713E+00
85.06944 0.13387E+01 0.17527E+00 0.48601E+00
85.13889 0.13351E+01 0.17992E+00 0.48503E+00
85.20833 0.13311E+01 0.18471E+00 0.48419E+00
85.27778 0.13269E+01 0.18964E+00 0.48349E+00
85.34722 0.13224E+01 0.19471E+00 0.48294E+00
85.41667 0.13175E+01 0.19993E+00 0.48254E+00
85.48611 0.13124E+01 0.20529E+00 0.48229E+00
85.55556 0.13070E+01 0.21080E+00 0.48219E+00
85.62500 0.13013E+01 0.21644E+00 0.48226E+00
85.69444 0.12953E+01 0.22223E+00 0.48249E+00
85.76389 0.12890E+01 0.22816E+00 0.48288E+00
85.83333 0.12823E+01 0.23423E+00 0.48344E+00
85.90278 0.12754E+01 0.24043E+00 0.48417E+00
85.97222 0.12682E+01 0.24677E+00 0.48508E+00
86.04167 0.12606E+01 0.25323E+00 0.48617E+00
86.11111 0.12527E+01 0.25981E+00 0.48744E+00
86.18056 0.12446E+01 0.26652E+00 0.48889E+00
86.25000 0.12361E+01 0.27333E+00 0.49054E+00
86.31944 0.12274E+01 0.28025E+00 0.49238E+00
86.38889 0.12183E+01 0.28726E+00 0.49441E+00
86.45833 0.12090E+01 0.29436E+00 0.49665E+00
86.52778 0.11994E+01 0.30154E+00 0.49909E+00
86.59722 0.11895E+01 0.30878E+00 0.50173E+00
86.66667 0.11793E+01 0.31607E+00 0.50459E+00
86.73611 0.11689E+01 0.32341E+00 0.50766E+00
86.80556 0.11583E+01 0.33077E+00 0.51095E+00
86.87500 0.11474E+01 0.33814E+00 0.51445E+00
86.94444 0.11363E+01 0.34551E+00 0.51818E+00
87.01389 0.11250E+01 0.35285E+00 0.52214E+00
87.08333 0.11135E+01 0.36015E+00 0.52632E+00
87.15278 0.11019E+01 0.36738E+00 0.53073E+00
87.22222 0.10901E+01 0.37454E+00 0.53537E+00
87.29167 0.10782E+01 0.38159E+00 0.54025E+00
87.36111 0.10661E+01 0.38852E+00 0.54536E+00
87.43056 0.10540E+01 0.39530E+00 0.55070E+00
87.50000 0.10418E+01 0.40191E+00 0.55628E+00
87.56944 0.10296E+01 0.40832E+00 0.56210E+00
87.63889 0.10173E+01 0.41451E+00 0.56815E+00
87.70833 0.10051E+01 0.42045E+00 0.57443E+00
87.77778 0.99292E+00 0.42613E+00 0.58095E+00
87.84722 0.98080E+00 0.43151E+00 0.58769E+00
87.91667 0.96877E+00 0.43657E+00 0.59466E+00
87.98611 0.95687E+00 0.44128E+00 0.60185E+00
88.05556 0.94511E+00 0.44563E+00 0.60925E+00
88.12500 0.93354E+00 0.44959E+00 0.61687E+00
88.19444 0.92217E+00 0.45314E+00 0.62469E+00
88.26389 0.91103E+00 0.45626E+00 0.63271E+00
88.33333 0.90015E+00 0.45893E+00 0.64092E+00
88.40278 0.88957E+00 0.46113E+00 0.64930E+00
88.47222 0.87929E+00 0.46285E+00 0.65786E+00
88.54167 0.86936E+00 0.46407E+00 0.66657E+00
88.61111 0.85978E+00 0.46479E+00 0.67543E+00
88.68056 0.85059E+00 0.46499E+00 0.68442E+00
88.75000 0.84180E+00 0.46467E+00 0.69353E+00
88.81944 0.83343E+00 0.46383E+00 0.70274E+00
88.88889 0.82550E+00 0.46247E+00 0.71204E+00
88.95833 0.81802E+00 0.46058E+00 0.72140E+00
89.02778 0.81101E+00 0.45817E+00 0.73082E+00
89.09722 0.80448E+00 0.45525E+00 0.74027E+00
89.16667 0.79844E+00 0.45182E+00 0.74973E+00
89.23611 0.79290E+00 0.44791E+00 0.75919E+00
89.30556 0.78786E+00 0.44353E+00 0.76861E+00
89.37500 0.78333E+00 0.43869E+00 0.77798E+00
89.44444 0.77931E+00 0.43341E+00 0.78728E+00
89.51389 0.77579E+00 0.42772E+00 0.79649E+00
89.58333 0.77279E+00 0.42164E+00 0.80557E+00
89.65278 0.77029E+00 0.41519E+00 0.81452E+00
89.72222 0.76829E+00 0.40841E+00 0.82330E+00
89.79167 0.76679E+00 0.40131E+00 0.83190E+00
89.86111 0.76578E+00 0.39393E+00 0.84029E+00
89.93056 0.76525E+00 0.38630E+00 0.84845E+00
90.00000 0.76518E+00 0.37846E+00 0.85636E+00
90.06944 0.76558E+00 0.37042E+00 0.86400E+00
90.13889 0.76642E+00 0.36222E+00 0.87136E+00
90.20833 0.76770E+00 0.35389E+00 0.87841E+00
90.27778 0.76941E+00 0.34546E+00 0.88513E+00
90.34722 0.77152E+00 0.33696E+00 0.89152E+00
90.41667 0.77402E+00 0.32842E+00 0.89756E+00
90.48611 0.77690E+00 0.31987E+00 0.90323E+00
90.55556 0.78015E+00 0.31132E+00 0.90852E+00
90.62500 0.78375E+00 0.30282E+00 0.91343E+00
90.69444 0.78768E+00 0.29437E+00 0.91795E+00
90.76389 0.79193E+00 0.28600E+00 0.92207E+00
90.83333 0.79649E+00 0.27773E+00 0.92578E+00
90.90278 0.80133E+00 0.26958E+00 0.92909E+00
90.97222 0.80645E+00 0.26156E+00 0.93199E+00
91.04167 0.81182E+00 0.25370E+00 0.93448E+00
91.11111 0.81743E+00 0.24600E+00 0.93657E+00
91.18056 0.82328E+00 0.23847E+00 0.93825E+00
91.25000 0.82933E+00 0.23113E+00 0.93954E+00
91.31944 0.83559E+00 0.22397E+00 0.94043E+00
91.38889 0.84204E+00 0.21702E+00 0.94094E+00
91.45833 0.84865E+00 0.21028E+00 0.94107E+00
91.52778 0.85543E+00 0.20374E+00 0.94083E+00
91.59722 0.86236E+00 0.19741E+00 0.94023E+00
91.66667 0.86942E+00 0.19130E+00 0.93928E+00
91.73611 0.87661E+00 0.18540E+00 0.93799E+00
91.80556 0.88392E+00 0.17971E+00 0.93638E+00
91.87500 0.89132E+00 0.17423E+00 0.93445E+00
91.94444 0.89882E+00 0.16897E+00 0.93221E+00
92.01389 0.90640E+00 0.16391E+00 0.92969E+00
92.08333 0.91405E+00 0.15906E+00 0.92689E+00
92.15278 0.92177E+00 0.15440E+00 0.92382E+00
92.22222 0.92955E+00 0.14995E+00 0.92051E+00
92.29167 0.93737E+00 0.14568E+00 0.91695E+00
92.36111 0.94523E+00 0.14160E+00 0.91317E+00
92.43056 0.95312E+00 0.13771E+00 0.90917E+00
92.50000 0.96104E+00 0.13399E+00 0.90498E+00
92.56944 0.96897E+00 0.13044E+00 0.90059E+00
92.63889 0.97691E+00 0.12706E+00 0.89602E+00
92.70833 0.98486E+00 0.12384E+00 0.89129E+00
92.77778 0.99281E+00 0.12078E+00 0.88641E+00
92.84722 0.10007E+01 0.11787E+00 0.88138E+00
92.91667 0.10087E+01 0.11510E+00 0.87622E+00
92.98611 0.10166E+01 0.11248E+00 0.87094E+00
93.05556 0.10245E+01 0.10999E+00 0.86554E+00
93.12500 0.10323E+01 0.10763E+00 0.86005E+00
93.19444 0.10402E+01 0.10539E+00 0.85446E+00
93.26389 0.10479E+01 0.10328E+00 0.84878E+00
93.33333 0.10557E+01 0.10129E+00 0.84303E+00
93.40278 0.10634E+01 0.99403E-01 0.83721E+00
93.47222 0.10710E+01 0.97630E-01 0.83133E+00
93.54167 0.10786E+01 0.95961E-01 0.82539E+00
93.61111 0.10862E+01 0.94394E-01 0.81941E+00
93.68056 0.10937E+01 0.92924E-01 0.81340E+00
93.75000 0.11011E+01 0.91549E-01 0.80735E+00
93.81944 0.11085E+01 0.90264E-01 0.80127E+00
93.88889 0.11158E+01 0.89068E-01 0.79518E+00
93.95833 0.11230E+01 0.87956E-01 0.78907E+00
94.02778 0.11301E+01 0.86927E-01 0.78295E+00
94.09722 0.11372E+01 0.85979E-01 0.77683E+00
94.16667 0.11442E+01 0.85107E-01 0.77071E+00
94.23611 0.11511E+01 0.84311E-01 0.76459E+00
94.30556 0.11579E+01 0.83589E-01 0.75849E+00
94.37500 0.11647E+01 0.82937E-01 0.75239E+00
94.44444 0.11713E+01 0.82356E-01 0.74632E+00
94.51389 0.11779E+01 0.81842E-01 0.74027E+00
94.58333 0.11844E+01 0.81395E-01 0.73424E+00
94.65278 0.11907E+01 0.81013E-01 0.72824E+00
94.72222 0.11970E+01 0.80694E-01 0.72228E+00
94.79167 0.12032E+01 0.80439E-01 0.71635E+00
94.86111 0.12093E+01 0.80245E-01 0.71045E+00
94.93056 0.12153E+01 0.80112E-01 0.70460E+00
95.00000 0.12212E+01 0.80039E-01 0.69879E+00
95.06944 0.12269E+01 0.80025E-01 0.69303E+00
95.13889 0.12326E+01 0.80070E-01 0.68732E+00
95.20833 0.12382E+01 0.80174E-01 0.68165E+00
95.27778 0.12436E+01 0.80336E-01 0.67604E+00
95.34722 0.12490E+01 0.80556E-01 0.67048E+00
95.41667 0.12542E+01 0.80833E-01 0.66499E+00
95.48611 0.12593E+01 0.81168E-01 0.65954E+00
95.55556 0.12643E+01 0.81560E-01 0.65416E+00
95.62500 0.12691E+01 0.82011E-01 0.64885E+00
95.69444 0.12739E+01 0.82519E-01 0.64359E+00
95.76389 0.12785E+01 0.83086E-01 0.63840E+00
95.83333 0.12830E+01 0.83712E-01 0.63328E+00
95.90278 0.12874E+01 0.84397E-01 0.62823E+00
95.97222 0.12916E+01 0.85142E-01 0.62325E+00
96.04167 0.12957E+01 0.85947E-01 0.61833E+00
96.11111 0.12997E+01 0.86814E-01 0.61350E+00
96.18056 0.13035E+01 0.87743E-01 0.60873E+00
96.25000 0.13072E+01 0.88734E-01 0.60404E+00
96.31944 0.13108E+01 0.89790E-01 0.59943E+00
96.38889 0.13142E+01 0.90911E-01 0.59490E+00
96.45833 0.13175E+01 0.92099E-01 0.59045E+00
96.52778 0.13206E+01 0.93353E-01 0.58608E+00
96.59722 0.13235E+01 0.94677E-01 0.58179E+00
96.66667 0.13263E+01 0.96070E-01 0.57758E+00
96.73611 0.13290E+01 0.97536E-01 0.57346E+00
96.80556 0.13315E+01 0.99074E-01 0.56942E+00
96.87500 0.13338E+01 0.10069E+00 0.56547E+00
96.94444 0.13360E+01 0.10238E+00 0.56162E+00
97.01389 0.13380E+01 0.10414E+00 0.55784E+00
97.08333 0.13398E+01 0.10599E+00 0.55417E+00
97.15278 0.13415E+01 0.10792E+00 0.55058E+00
97.22222 0.13430E+01 0.10993E+00 0.54709E+00
97.29167 0.13443E+01 0.11203E+00 0.54369E+00
97.36111 0.13454E+01 0.11422E+00 0.54039E+00
97.43056 0.13463E+01 0.11650E+00 0.53719E+00
97.50000 0.13471E+01 0.11886E+00 0.53408E+00
97.56944 0.13476E+01 0.12133E+00 0.53108E+00
97.63889 0.13479E+01 0.12388E+00 0.52818E+00
97.70833 0.13481E+01 0.12654E+00 0.52538E+00
97.77778 0.13480E+01 0.12930E+00 0.52269E+00
97.84722 0.13477E+01 0.13216E+00 0.52011E+00
97.91667 0.13472E+01 0.13512E+00 0.51764E+00
97.98611 0.13465E+01 0.13820E+00 0.51527E+00
98.05556 0.13456E+01 0.14138E+00 0.51302E+00
98.12500 0.13444E+01 0.14467E+00 0.51089E+00
98.19444 0.13431E+01 0.14808E+00 0.50887E+00
98.26389 0.13414E+01 0.15160E+00 0.50697E+00
98.33333 0.13396E+01 0.15524E+00 0.50518E+00
98.40278 0.13375E+01 0.15900E+00 0.50353E+00
98.47222 0.13351E+01 0.16288E+00 0.50199E+00
98.54167 0.13325E+01 0.16689E+00 0.50059E+00
98.61111 0.13297E+01 0.17102E+00 0.49931E+00
98.68056 0.13266E+01 0.17528E+00 0.49816E+00
98.75000 0.13232E+01 0.17966E+00 0.49715E+00
98.81944 0.13195E+01 0.18417E+00 0.49628E+00
98.88889 0.13156E+01 0.18882E+00 0.49554E+00
98.95833 0.13115E+01 0.19359E+00 0.49495E+00
99.02778 0.13070E+01 0.19849E+00 0.49450E+00
99.09722 0.13023E+01 0.20352E+00 0.49420E+00
99.16667 0.12973E+01 0.20868E+00 0.49404E+00
99.23611 0.12920E+01 0.21397E+00 0.49404E+00
99.30556 0.12864E+01 0.21939E+00 0.49420E+00
99.37500 0.12806E+01 0.22493E+00 0.49451E+00
99.44444 0.12744E+01 0.23059E+00 0.49499E+00
99.51389 0.12680E+01 0.23638E+00 0.49563E+00
99.58333 0.12613E+01 0.24228E+00 0.49644E+00
99.65278 0.12543E+01 0.24830E+00 0.49742E+00
99.72222 0.12470E+01 0.25442E+00 0.49857E+00
99.79167 0.12394E+01 0.26065E+00 0.49990E+00
99.86111 0.12316E+01 0.26698E+00 0.50142E+00
99.93056 0.12235E+01 0.27339E+00 0.50311E+00
100.00000 0.12151E+01 0.27989E+00 0.50499E+00
100.06944 0.12065E+01 0.28647E+00 0.50706E+00
100.13889 0.11976E+01 0.29311E+00 0.50933E+00
100.20833 0.11884E+01 0.29980E+00 0.51179E+00
100.27778 0.11790E+01 0.30654E+00 0.51444E+00
100.34722 0.11694E+01 0.31332E+00 0.51730E+00
